iter	Logloss
1389	0.2570837356
1390	0.2568303209
1391	0.2566270191
1392	0.2565326001
1393	0.2564604921
1394	0.2563436071
1395	0.2561758212
1396	0.2557286984
1397	0.2556390976
1398	0.2553812534
1399	0.2552670616
1400	0.2551445904
1401	0.25498972
1402	0.2549109002
1403	0.2548193499
1404	0.2547340416
1405	0.2547223637
1406	0.254563983
1407	0.2545630922
1408	0.2542801096
1409	0.2541297548
1410	0.2538886367
1411	0.2538416605
1412	0.2535450919
1413	0.2535294929
1414	0.2534155032
1415	0.2531984121
1416	0.2531582302
1417	0.2529105177
1418	0.2528614443
1419	0.2527854774
1420	0.2525509418
1421	0.2523773504
1422	0.2523267577
1423	0.2521337433
1424	0.2519751254
1425	0.2518987674
1426	0.2518840409
1427	0.2517639604
1428	0.2515926898
1429	0.2515766348
1430	0.2514240546
1431	0.2511857085
1432	0.251034326
1433	0.2509788403
1434	0.2507021696
1435	0.2506528465
1436	0.250565194
1437	0.250549255
1438	0.2505023737
1439	0.250356646
1440	0.2501673153
1441	0.249983515
1442	0.2498060551
1443	0.2496566604
1444	0.2494190641
1445	0.2491694562
1446	0.2491656229
1447	0.2489282472
1448	0.248927319
1449	0.2487202798
1450	0.2486730565
1451	0.248421795
1452	0.2482459688
1453	0.2480645885
1454	0.2480627785
1455	0.2480580626
1456	0.2479719124
1457	0.2477647174
1458	0.2474990966
1459	0.2472053944
1460	0.2470265897
1461	0.2468551889
1462	0.2467859911
1463	0.2466292579
1464	0.2464653212
1465	0.2463490388
1466	0.2462608162
1467	0.2461646398
1468	0.2460159061
1469	0.2459002893
1470	0.2457195328
1471	0.245587042
1472	0.2454901575
1473	0.2453082538
1474	0.245142853
1475	0.2450820592
1476	0.244980951
1477	0.2449802195
1478	0.2448365592
1479	0.2447851643
1480	0.244769595
1481	0.2446968135
1482	0.2445841531
1483	0.2443114547
1484	0.2441081878
1485	0.243827531
1486	0.2438191578
1487	0.2437264021
1488	0.2435640607
1489	0.243503729
1490	0.2433410765
1491	0.2430467471
1492	0.2429967793
1493	0.2429890771
1494	0.2427620336
1495	0.2427537786
1496	0.2427093753
1497	0.2425373783
1498	0.2425232209
1499	0.2424406184
