iter	Logloss
0	0.6856303096
1	0.6792594349
2	0.6734419586
3	0.6679389511
4	0.6636772377
5	0.6592749449
6	0.6554215849
7	0.6527174999
8	0.6480523729
9	0.6443772546
10	0.6407665615
11	0.6372942064
12	0.6356299977
13	0.632620838
14	0.6305055486
15	0.6281918253
16	0.6253394194
17	0.6232564389
18	0.6212494538
19	0.6198722465
20	0.6185907828
21	0.6162078226
22	0.6141677078
23	0.6124634907
24	0.6108832687
25	0.6097176776
26	0.608380862
27	0.6070081095
28	0.6059351322
29	0.6047819512
30	0.6038084679
31	0.6029669935
32	0.6024729266
33	0.6014403927
34	0.6003072985
35	0.5996806821
36	0.5989921523
37	0.597663084
38	0.5969641696
39	0.596128062
40	0.5954971546
41	0.5948820983
42	0.5941080934
43	0.5937826211
44	0.5937826187
45	0.5933257618
46	0.592888259
47	0.5924269102
48	0.5915939145
49	0.5908554728
50	0.5901491684
51	0.5892255977
52	0.5884250654
53	0.5877576506
54	0.5872572215
55	0.5863309501
56	0.585346721
57	0.5841479965
58	0.5838061598
59	0.5832816721
60	0.5828889866
61	0.5822914976
62	0.5822682358
63	0.5819816317
64	0.5819808432
65	0.5813581703
66	0.5809319625
67	0.5808080941
68	0.580409731
69	0.5799446679
70	0.5795985796
71	0.579296556
72	0.5790821034
73	0.5788342681
74	0.5781290814
75	0.5779608915
76	0.5775042592
77	0.5773646272
78	0.5770940862
79	0.5767305938
80	0.5762911867
81	0.5760188408
82	0.5756510334
83	0.5751887011
84	0.5751887009
85	0.5743728764
86	0.5741742362
87	0.5733726265
88	0.5732772051
89	0.5728476724
90	0.5726377378
91	0.5724517842
92	0.5719261424
93	0.5716276169
94	0.5713198431
95	0.5710913867
96	0.57051176
97	0.5705117559
98	0.5701286261
99	0.5699409449
100	0.5694756306
101	0.5689208107
102	0.5686006736
103	0.5684554864
104	0.5680902372
105	0.568000098
106	0.5674726867
107	0.5672669642
108	0.5670521673
109	0.5666096409
110	0.5661263069
111	0.5657479124
112	0.5651226122
113	0.56487725
114	0.5648772499
115	0.5644029952
116	0.5641476088
117	0.5635739345
118	0.5633961886
119	0.5632941501
120	0.5629930272
121	0.5623426884
122	0.5619724602
123	0.5614408269
124	0.5612838529
125	0.561075381
126	0.5609006802
127	0.5604416526
128	0.5601504728
129	0.5594494029
130	0.5587642082
131	0.5581712183
132	0.557700468
133	0.557474946
134	0.5568928368
135	0.5565533987
136	0.5563003693
137	0.5562255023
138	0.5559094518
139	0.5556903713
140	0.5552870658
141	0.5552423848
142	0.5548183257
143	0.5546232275
144	0.5541948642
145	0.5538369613
146	0.5534075901
147	0.5530203799
148	0.5527908995
149	0.5526680072
150	0.5524392464
151	0.5521049547
152	0.551914871
153	0.5514648376
154	0.5511064185
155	0.5506672949
156	0.5504338124
157	0.5500267584
158	0.549376323
159	0.5490044878
160	0.5483951137
161	0.5482881814
162	0.5478294842
163	0.547709014
164	0.5470734109
165	0.546797364
166	0.545918519
167	0.5456367711
168	0.5451227953
169	0.5448723035
170	0.5448308078
171	0.544652182
172	0.543742832
173	0.5431511565
174	0.5429249699
175	0.5421214903
176	0.5415912891
177	0.5410919057
178	0.5406065495
179	0.5404026154
180	0.5396529422
181	0.539171445
182	0.5385510008
183	0.5380388079
184	0.5377292187
185	0.5370783504
186	0.5367842184
187	0.5365047212
188	0.5363229946
189	0.5362259296
190	0.535627131
191	0.5353752953
192	0.5344751322
193	0.5342811853
194	0.5342052414
195	0.5332546923
196	0.5328986839
197	0.532128116
198	0.531965059
199	0.5314415134
200	0.5313807484
201	0.5311325244
202	0.5310634968
203	0.5307030981
204	0.5303610053
205	0.5299405982
206	0.5292819945
207	0.5292095711
208	0.5290088972
209	0.5289499636
210	0.5287176134
211	0.5283869001
212	0.5281518508
213	0.5276385575
214	0.527315047
215	0.5266680518
216	0.5259576601
217	0.5255550829
218	0.524721116
219	0.5243527877
220	0.5235604669
221	0.5234876785
222	0.5233993483
223	0.522751762
224	0.5222713043
225	0.5216439805
226	0.5211867033
227	0.5202256621
228	0.5193753805
229	0.5191587748
230	0.5186612925
231	0.5182463719
232	0.5176319014
233	0.5168988458
234	0.5164430842
235	0.51617445
236	0.5156505707
237	0.5152054673
238	0.5151596911
239	0.5144360135
240	0.5142725035
241	0.5140296144
242	0.5135910566
243	0.5130074071
244	0.5129659684
245	0.5124666625
246	0.5120424875
247	0.5116187403
248	0.5111425065
249	0.5106622456
250	0.5106455125
251	0.5100114464
252	0.5093111234
253	0.5092373235
254	0.508842711
255	0.508689685
256	0.5084556443
257	0.5078375756
258	0.5078006792
259	0.5073813882
260	0.5070575405
261	0.5067628743
262	0.5063507054
263	0.5063120737
264	0.5059634163
265	0.5057322105
266	0.5056925518
267	0.5056776403
268	0.5049909032
269	0.5042266932
270	0.5036850677
271	0.5030853552
272	0.5024088957
273	0.5018682938
274	0.5011870942
275	0.5008123308
276	0.5007316042
277	0.4999965688
278	0.4994805706
279	0.4989601648
280	0.4984378789
281	0.4982234483
282	0.498006325
283	0.4971232325
284	0.4970563232
285	0.496349777
286	0.4959450309
287	0.495491369
288	0.4951867618
289	0.4951553816
290	0.4943008663
291	0.493929545
292	0.4935052025
293	0.4934746776
294	0.4927911497
295	0.4926356206
296	0.4926061649
297	0.4917369541
298	0.491415416
299	0.4905559092
300	0.489902985
301	0.4896838775
302	0.4891861866
303	0.4887419362
304	0.4881085947
305	0.4877238526
306	0.4869758127
307	0.4866704044
308	0.4866598672
309	0.4864469781
310	0.4861551116
311	0.4859406063
312	0.4853361308
313	0.4849711456
314	0.4842900362
315	0.4841680792
316	0.4840370247
317	0.4832741422
318	0.4832551689
319	0.4831266708
320	0.482522569
321	0.4819788429
322	0.4814264574
323	0.4812775337
324	0.4812666764
325	0.4804589467
326	0.480101683
327	0.4793472011
328	0.478874446
329	0.4786947089
330	0.4782002402
331	0.4780720997
332	0.4780530915
333	0.4778422714
334	0.4771667064
335	0.4764201996
336	0.4760987173
337	0.4760741903
338	0.4757345496
339	0.4753105824
340	0.4747781029
341	0.4743109244
342	0.4741656406
343	0.4733906819
344	0.4733808597
345	0.4726904304
346	0.4726806016
347	0.4723562403
348	0.4720044466
349	0.4715044839
350	0.4710121371
351	0.4704459298
352	0.4701731723
353	0.4695713317
354	0.4689156621
355	0.4688739738
356	0.4685833396
357	0.4680905263
358	0.4680828535
359	0.4674354905
360	0.4671634986
361	0.4669720369
362	0.466827726
363	0.4664806284
364	0.4657660565
365	0.4654691686
366	0.4654565854
367	0.4647359192
368	0.4640860173
369	0.463844404
370	0.4637937082
371	0.4637853718
372	0.4634680604
373	0.4631903035
374	0.463075254
375	0.4628425539
376	0.4622252566
377	0.4619058239
378	0.4615936818
379	0.4614164702
380	0.4614075426
381	0.4612664994
382	0.460717098
383	0.4604043931
384	0.4600033832
385	0.4591759657
386	0.4589727656
387	0.4589641273
388	0.4589536748
389	0.4589475092
390	0.4587047551
391	0.4586866683
392	0.4580836116
393	0.4576531603
394	0.4576470792
395	0.45684953
396	0.4567198959
397	0.456578534
398	0.4563357049
399	0.4561197754
400	0.4557228162
401	0.4552229282
402	0.4548137846
403	0.4543462822
404	0.4537802673
405	0.4536105052
406	0.4531359827
407	0.4531300862
408	0.4528042159
409	0.4527870192
410	0.4522783245
411	0.4520930359
412	0.4514633723
413	0.4514467157
414	0.4512004382
415	0.450939274
416	0.4504670316
417	0.4500262853
418	0.4498838037
419	0.4498759227
420	0.4495918398
421	0.4492743351
422	0.4492611275
423	0.4486584998
424	0.4482113551
425	0.4482054898
426	0.4477354069
427	0.447194439
428	0.4471845435
429	0.4471788048
430	0.4467690198
431	0.4466035617
432	0.4461516259
433	0.4457942585
434	0.4453429984
435	0.4450665614
436	0.444292523
437	0.4442853477
438	0.4442750865
439	0.4437362408
440	0.4434504102
441	0.4429421801
442	0.4429366207
443	0.4428409147
444	0.4423006211
445	0.4420913393
446	0.441807146
447	0.441799859
448	0.4414164297
449	0.4411526088
450	0.4407299121
451	0.440724756
452	0.4404774676
453	0.4403052938
454	0.4400312881
455	0.4400164757
456	0.4397479127
457	0.4395314708
458	0.4391218899
459	0.4391151289
460	0.4384266251
461	0.4383963607
462	0.4379699092
463	0.4378615833
464	0.4378327286
465	0.4374657169
466	0.4374599611
467	0.437263229
468	0.436824551
469	0.4363722978
470	0.4357891621
471	0.4357789604
472	0.4353676045
473	0.4353043446
474	0.4349448905
475	0.4348003751
476	0.4347888874
477	0.4343476373
478	0.4341310649
479	0.4341176271
480	0.4341067773
481	0.4340389404
482	0.4336970924
483	0.4336921092
484	0.4335115556
485	0.4331565594
486	0.4329536146
487	0.4325490881
488	0.43216254
489	0.4319764413
490	0.4317054807
491	0.4312768917
492	0.4311931059
493	0.4308920467
494	0.4308855514
495	0.430761752
496	0.4305755353
497	0.4302762535
498	0.429875275
499	0.4297207661
500	0.4296006364
501	0.4292823684
502	0.4291736787
503	0.4291684545
504	0.4291637231
505	0.4288143204
506	0.4284135048
507	0.4281032369
508	0.4278891569
509	0.4277781998
510	0.4277723027
511	0.4271790545
512	0.4266776725
513	0.4263357913
514	0.4262115601
515	0.4262057679
516	0.4261930126
517	0.4258170426
518	0.4257250984
519	0.4253862309
520	0.4253806713
521	0.4249740187
522	0.4247906167
523	0.4243693086
524	0.4241718858
525	0.4239156048
526	0.4235809949
527	0.4230504611
528	0.4227291961
529	0.4223457393
530	0.4218314254
531	0.4218217417
532	0.4212382864
533	0.4211155062
534	0.4209504571
535	0.4208538714
536	0.4208491503
537	0.4204907868
538	0.4198702862
539	0.4198082696
540	0.419483015
541	0.4191520746
542	0.4191044759
543	0.4190708853
544	0.4185581773
545	0.4183633754
546	0.4181766575
547	0.4177295576
548	0.4175615063
549	0.4173351053
550	0.4173279222
551	0.416937195
552	0.4166381714
553	0.4164891764
554	0.4163062697
555	0.4158188362
556	0.4158118939
557	0.4157298384
558	0.4155601957
559	0.4151628038
560	0.4147715576
561	0.41454782
562	0.414487139
563	0.4144743095
564	0.4140079063
565	0.4140038257
566	0.4135888343
567	0.4132409262
568	0.4129916512
569	0.4127020334
570	0.4125188363
571	0.4123667703
572	0.4123130554
573	0.4121328886
574	0.4121288932
575	0.4117014667
576	0.4114256644
577	0.4114152287
578	0.4109922386
579	0.4104016096
580	0.4103466077
581	0.4100451522
582	0.4098140343
583	0.4094108074
584	0.4091977271
585	0.4091928046
586	0.4088693579
587	0.4086946528
588	0.4078945027
589	0.4075667108
590	0.4070816677
591	0.4070731673
592	0.4068566267
593	0.4066582035
594	0.406153436
595	0.4061060468
596	0.4056194164
597	0.4054549336
598	0.4054467847
599	0.4054392342
600	0.4051480062
601	0.405111111
602	0.405101682
603	0.4050954883
604	0.4050424955
605	0.4050391346
606	0.4050346207
607	0.404925964
608	0.40448257
609	0.4044454309
610	0.4044410727
611	0.4040500747
612	0.4036005048
613	0.4034610704
614	0.4027676185
615	0.4025512826
616	0.4021483017
617	0.4021111572
618	0.4014590554
619	0.4012556626
620	0.4009566177
621	0.4005854478
622	0.4000417385
623	0.3998985738
624	0.3993871039
625	0.3989966169
626	0.3989734149
627	0.3987374626
628	0.3985022566
629	0.3983014221
630	0.3979949017
631	0.3978902659
632	0.3975406496
633	0.3972161691
634	0.3969151296
635	0.3965288327
636	0.3960892663
637	0.3958256541
638	0.3954989682
639	0.3949689559
640	0.3948352039
641	0.3946562321
642	0.3941676862
643	0.3940835784
644	0.3938091025
645	0.3938017554
646	0.3932143818
647	0.3928036062
648	0.392696429
649	0.3925774279
650	0.3923307636
651	0.3920077969
652	0.3918694427
653	0.3917970062
654	0.3913619224
655	0.3913196227
656	0.3910480615
657	0.390827362
658	0.3904748048
659	0.3904211773
660	0.3898004992
661	0.3894994762
662	0.3891756672
663	0.388974853
664	0.3889699176
665	0.388776872
666	0.3882821522
667	0.388239829
668	0.3877117249
669	0.3877059617
670	0.3875682109
671	0.3871575441
672	0.3870241062
673	0.3866981761
674	0.3862165449
675	0.3859549411
676	0.3858868483
677	0.3855491337
678	0.3852984729
679	0.3852574349
680	0.3850591901
681	0.3847610024
682	0.3846536224
683	0.3845866476
684	0.3842913752
685	0.3841172512
686	0.3835525792
687	0.3834162167
688	0.3832301944
689	0.3829713787
690	0.3828566514
691	0.3827331499
692	0.3824488003
693	0.3821412397
694	0.3820658681
695	0.3817607591
696	0.3815575011
697	0.3814272569
698	0.3812614327
699	0.3810772367
700	0.3809821843
701	0.3807676016
702	0.3807638107
703	0.3805474237
704	0.3802691361
705	0.3801507627
706	0.3797460959
707	0.379237315
708	0.3788781311
709	0.3784149343
710	0.3779454467
711	0.3778812057
712	0.3774169671
713	0.3770436177
714	0.3768576698
715	0.3764348357
716	0.3762541334
717	0.3761491192
718	0.3760920653
719	0.3759116541
720	0.3754309441
721	0.3752091353
722	0.3750023986
723	0.3747833547
724	0.3742559535
725	0.3740253035
726	0.373497416
727	0.3732495608
728	0.373001039
729	0.372778418
730	0.3723085867
731	0.3718023556
732	0.3716373815
733	0.3713174516
734	0.3711905675
735	0.3711856475
736	0.3709281012
737	0.370724863
738	0.3704727732
739	0.3704656541
740	0.3700438575
741	0.36972997
742	0.3694486086
743	0.3691862798
744	0.3689099894
745	0.3685845005
746	0.3685382958
747	0.3683471173
748	0.3680359249
749	0.3678362197
750	0.3677763076
751	0.3675564926
752	0.3675499742
753	0.3675436174
754	0.3674982603
755	0.3672683348
756	0.3670404937
757	0.3669650813
758	0.36667104
759	0.3666255921
760	0.3663776176
761	0.3663078746
762	0.3661053925
763	0.365701295
764	0.3654053669
765	0.365251498
766	0.3648390436
767	0.3643999907
768	0.3641536086
769	0.363771124
770	0.3636022555
771	0.3632469943
772	0.3629838873
773	0.3629017745
774	0.3627674194
775	0.3622737648
776	0.3622507838
777	0.3620775886
778	0.36206045
779	0.3618102887
780	0.3613649118
781	0.3611159197
782	0.3608847493
783	0.3605720241
784	0.3602712536
785	0.3601697632
786	0.3599578688
787	0.3597307781
788	0.3595148669
789	0.3594373859
790	0.3590483502
791	0.358888114
792	0.3586182105
793	0.358422766
794	0.3580885496
795	0.3578481864
796	0.3577389024
797	0.3573699211
798	0.3570310106
799	0.3566656402
800	0.3564774365
801	0.3562140954
802	0.3561237808
803	0.3558136426
804	0.3555008908
805	0.3553117135
806	0.3552811199
807	0.3548858766
808	0.3548641511
809	0.3547717895
810	0.3546222632
811	0.3544865473
812	0.3544651596
813	0.354287469
814	0.3540141835
815	0.3539484263
816	0.3537968206
817	0.3535385356
818	0.353357869
819	0.3530676697
820	0.3529694494
821	0.3528165323
822	0.352583152
823	0.3524119605
824	0.352396521
825	0.3519558896
826	0.351691664
827	0.351386082
828	0.351083483
829	0.3508115389
830	0.3506058341
831	0.3505267303
832	0.3505069963
833	0.3502146806
834	0.3500806859
835	0.3500256731
836	0.3497328298
837	0.349209554
838	0.3490154045
839	0.3488423522
840	0.3484224903
841	0.3480966317
842	0.3476370222
843	0.347392094
844	0.3473001696
845	0.3472611184
846	0.347112877
847	0.3468255763
848	0.3465627124
849	0.3464135061
850	0.3459745634
851	0.3458744687
852	0.3457043216
853	0.3454289698
854	0.3451685927
855	0.344957062
856	0.3446460367
857	0.3445510242
858	0.3444772495
859	0.3442647904
860	0.3440464241
861	0.3437589366
862	0.3433987421
863	0.3430870442
864	0.3427012836
865	0.3424524506
866	0.3422610706
867	0.3420091818
868	0.3418413417
869	0.3417980799
870	0.3415537614
871	0.3411884982
872	0.341142459
873	0.3408799876
874	0.3406886691
875	0.3406865459
876	0.3405692893
877	0.3403388181
878	0.340334612
879	0.3400418958
880	0.3399187788
881	0.3395931403
882	0.3393805316
883	0.3393772133
884	0.3389979534
885	0.3387445478
886	0.3385137659
887	0.3382352412
888	0.3379793695
889	0.3378673749
890	0.3376121507
891	0.3374648206
892	0.3373713406
893	0.3370357625
894	0.337032465
895	0.3370032432
896	0.336774717
897	0.3367436845
898	0.336417988
899	0.3363069072
900	0.3362425145
901	0.3361759172
902	0.3359323166
903	0.3359060231
904	0.3358017887
905	0.3354550256
906	0.3353498121
907	0.3352733594
908	0.3349917608
909	0.3349889748
910	0.3346404356
911	0.3343450693
912	0.3341274032
913	0.3339610234
914	0.3338259766
915	0.333601551
916	0.3331989352
917	0.3331947862
918	0.3329374808
919	0.3326935204
920	0.3325348171
921	0.332290681
922	0.3322868128
923	0.331873418
924	0.3317288743
925	0.331323195
926	0.3311503438
927	0.3308621113
928	0.3306689658
929	0.3305371315
930	0.3303164782
931	0.3303127965
932	0.3300603286
933	0.329829268
934	0.3296243407
935	0.3295046714
936	0.3292412924
937	0.3291086759
938	0.3287257842
939	0.3285189225
940	0.3283699195
941	0.3283097706
942	0.3282919224
943	0.3282518603
944	0.3277791855
945	0.3277339574
946	0.3274792654
947	0.3273049628
948	0.3271267467
949	0.3268647352
950	0.3267648521
951	0.3266221928
952	0.3265886424
953	0.3262400975
954	0.3262359502
955	0.3258862854
956	0.3255443904
957	0.3254000608
958	0.3252220087
959	0.325206905
960	0.3249102121
961	0.3247328935
962	0.3244054901
963	0.324223814
964	0.3240792458
965	0.3238563061
966	0.3238337346
967	0.3237167921
968	0.3235928014
969	0.3235530573
970	0.3233182731
971	0.3231426332
972	0.3227307125
973	0.3223377115
974	0.3222832608
975	0.3221513324
976	0.3216239185
977	0.3213709381
978	0.3213100757
979	0.3209510351
980	0.3208434918
981	0.3206266497
982	0.3203337771
983	0.3200591773
984	0.320013434
985	0.3197745827
986	0.3193917929
987	0.3193703132
988	0.3193287477
989	0.3192384657
990	0.3188764342
991	0.3186445454
992	0.3186326104
993	0.3183175304
994	0.3182999467
995	0.3178712428
996	0.3175368951
997	0.317275343
998	0.3172438259
999	0.3170805363
1000	0.3169502302
1001	0.3168603958
1002	0.3165749527
1003	0.3163425396
1004	0.3161085725
1005	0.315851599
1006	0.3156894525
1007	0.3156868589
1008	0.3156749827
1009	0.3156390005
1010	0.3156352344
1011	0.315621093
1012	0.3156114314
1013	0.3154657317
1014	0.315429309
1015	0.3153220237
1016	0.3152476904
1017	0.3152113391
1018	0.3149246245
1019	0.3149213238
1020	0.314681905
1021	0.3146574466
1022	0.3143774595
1023	0.3142903065
1024	0.3142866856
1025	0.3140511348
1026	0.313957327
1027	0.313869247
1028	0.3138661424
1029	0.3138579598
1030	0.3135879389
1031	0.3135357635
1032	0.3133341147
1033	0.3131531374
1034	0.3129331808
1035	0.3127793934
1036	0.3124226166
1037	0.3121659603
1038	0.3121026999
1039	0.3118374149
1040	0.311603021
1041	0.3113332487
1042	0.3111959603
1043	0.3111722359
1044	0.310885448
1045	0.3106392498
1046	0.3105250005
1047	0.3102783027
1048	0.3100264751
1049	0.3099883943
1050	0.309900853
1051	0.3097000337
1052	0.3094188358
1053	0.309262877
1054	0.3089489208
1055	0.3087091942
1056	0.3083620917
1057	0.3081726152
1058	0.3081115013
1059	0.3078610406
1060	0.3078440338
1061	0.3077484495
1062	0.3076252052
1063	0.3073084644
1064	0.3071134554
1065	0.3069805747
1066	0.3069773394
1067	0.306804233
1068	0.3067334124
1069	0.3066633242
1070	0.3066610791
1071	0.3065931648
1072	0.3063529429
1073	0.3063501542
1074	0.3059579538
1075	0.3057560564
1076	0.3057422934
1077	0.3053296296
1078	0.3052102624
1079	0.305049305
1080	0.3048920107
1081	0.3048885885
1082	0.3048081914
1083	0.304801447
1084	0.3046516136
1085	0.3043168446
1086	0.304199438
1087	0.3041902146
1088	0.3040614879
1089	0.3040051542
1090	0.3038679689
1091	0.3037147325
1092	0.3035815539
1093	0.3035241771
1094	0.3032988412
1095	0.303072147
1096	0.3026876792
1097	0.30252331
1098	0.3022309537
1099	0.3022292985
1100	0.3021017419
1101	0.3018930078
1102	0.3017529097
1103	0.3014770317
1104	0.301246463
1105	0.3011932268
1106	0.3010072492
1107	0.300867192
1108	0.3007476106
1109	0.3004959251
1110	0.3002426826
1111	0.3000905877
1112	0.300069675
1113	0.2997628535
1114	0.2995660233
1115	0.2995597883
1116	0.2994634045
1117	0.2993836983
1118	0.2992631376
1119	0.2989224779
1120	0.2987790107
1121	0.2986776108
1122	0.2984826635
1123	0.2983050145
1124	0.2983022
1125	0.2982350796
1126	0.2982202037
1127	0.29806735
1128	0.297979959
1129	0.2976612036
1130	0.2973631303
1131	0.2972085085
1132	0.2971724696
1133	0.2971376713
1134	0.2970367632
1135	0.2970220443
1136	0.296646076
1137	0.2963217613
1138	0.2962270866
1139	0.2961831018
1140	0.2959521504
1141	0.2956558022
1142	0.2954246222
1143	0.2951584628
1144	0.2949722868
1145	0.2948634353
1146	0.2946143555
1147	0.2943743332
1148	0.2943307812
1149	0.2943118659
1150	0.294177802
1151	0.2940988395
1152	0.2937206279
1153	0.2935951789
1154	0.2932937154
1155	0.2931276357
1156	0.2926860319
1157	0.2924858309
1158	0.2921103545
1159	0.2921026112
1160	0.2919002797
1161	0.2917078195
1162	0.2914895314
1163	0.2912493345
1164	0.2910303876
1165	0.2908948142
1166	0.290601198
1167	0.2904851136
1168	0.2904789426
1169	0.2902205609
1170	0.2901944068
1171	0.2901915392
1172	0.290172116
1173	0.2900319991
1174	0.2898308672
1175	0.2895314874
1176	0.2895089482
1177	0.2892586451
1178	0.288935792
1179	0.2886591265
1180	0.288520937
1181	0.2884254549
1182	0.2882477156
1183	0.2880856709
1184	0.2877405829
1185	0.2876137562
1186	0.2872917452
1187	0.2871546026
1188	0.2869624668
1189	0.2869334518
1190	0.2867681951
1191	0.2866742531
1192	0.286479012
1193	0.2863515128
1194	0.286223584
1195	0.2860694806
1196	0.2860683254
1197	0.2858014542
1198	0.2857075012
1199	0.285702242
1200	0.2855463339
1201	0.2854293233
1202	0.2854268182
1203	0.2853739012
1204	0.2852875779
1205	0.2851652279
1206	0.2851631953
1207	0.2850203262
1208	0.2849999725
1209	0.2849834232
1210	0.2847987244
1211	0.284608349
1212	0.2845448675
1213	0.2841701457
1214	0.2838885267
1215	0.2836973998
1216	0.2833787996
1217	0.2832112502
1218	0.2829189101
1219	0.2829168914
1220	0.2828247547
1221	0.28247054
1222	0.2821479438
1223	0.2818594601
1224	0.2815931467
1225	0.281437355
1226	0.2811479763
1227	0.2808440018
1228	0.2806190871
1229	0.2803309244
1230	0.2800741752
1231	0.2797895748
1232	0.279688379
1233	0.2795029362
1234	0.2794323778
1235	0.27940326
1236	0.2791692027
1237	0.2790268093
1238	0.2788346022
1239	0.2786414678
1240	0.2786033511
1241	0.2783586497
1242	0.2781357102
1243	0.2779965983
1244	0.2779951326
1245	0.2776389719
1246	0.2774499404
1247	0.277428903
1248	0.2773241371
1249	0.2770743363
1250	0.2770718631
1251	0.2769881299
1252	0.2769862847
1253	0.2768841524
1254	0.2765371321
1255	0.2763511376
1256	0.2762343377
1257	0.2760149789
1258	0.2758457732
1259	0.2756319967
1260	0.2755175227
1261	0.2754599049
1262	0.2753209373
1263	0.2752465902
1264	0.2750036401
1265	0.2746527938
1266	0.2744873865
1267	0.2742675662
1268	0.2742660074
1269	0.2742405989
1270	0.2742386079
1271	0.2741321808
1272	0.2739162684
1273	0.2736410352
1274	0.2735753281
1275	0.2733371162
1276	0.2732785128
1277	0.2732044628
1278	0.2729272255
1279	0.272861959
1280	0.2726539637
1281	0.2726518796
1282	0.272343424
1283	0.2722288367
1284	0.272132666
1285	0.2719464211
1286	0.2717780645
1287	0.2717002208
1288	0.2716730308
1289	0.2716053574
1290	0.2712996633
1291	0.2712374351
1292	0.2710427075
1293	0.2709545211
1294	0.2707431245
1295	0.2705937114
1296	0.2703920328
1297	0.2702129312
1298	0.2699818349
1299	0.2698995487
1300	0.2698070982
1301	0.2696706273
1302	0.2696067204
1303	0.2693315747
1304	0.269154448
1305	0.2691523676
1306	0.2690325588
1307	0.2687256034
1308	0.2685686423
1309	0.2684397929
1310	0.2681820915
1311	0.2678993176
1312	0.267773625
1313	0.2677170161
1314	0.2677147367
1315	0.2673507394
1316	0.267241469
1317	0.2671215029
1318	0.2670580902
1319	0.2669855282
1320	0.2668554315
1321	0.2665249599
1322	0.2663463106
1323	0.2661844184
1324	0.2659599683
1325	0.265754564
1326	0.2654850648
1327	0.2653815642
1328	0.2652423613
1329	0.2650635849
1330	0.265034236
1331	0.2649615842
1332	0.2649432693
1333	0.2648272682
1334	0.2647311962
1335	0.2646014662
1336	0.2645225831
1337	0.2644602703
1338	0.2643681554
1339	0.2643346866
1340	0.2642331537
1341	0.2642190673
1342	0.2640591049
1343	0.2640246928
1344	0.2638253801
1345	0.2637035468
1346	0.2636147556
1347	0.2632771323
1348	0.2632338776
1349	0.2631158088
1350	0.2630993089
1351	0.2630173381
1352	0.2629121666
1353	0.2625340904
1354	0.2625154853
1355	0.2624688843
1356	0.2622967386
1357	0.2621057121
1358	0.2619285023
1359	0.2618292343
1360	0.2617276706
1361	0.2616411559
1362	0.2613711522
1363	0.2610745438
1364	0.2607958122
1365	0.2607948972
1366	0.2606957168
1367	0.2606222116
1368	0.2603957896
1369	0.2600526424
1370	0.2598586374
1371	0.2597030695
1372	0.2596003495
1373	0.259503414
1374	0.2593578735
1375	0.2591156704
1376	0.2591135694
1377	0.2589150436
1378	0.2588322191
1379	0.2588199176
1380	0.2587630526
1381	0.2584833988
1382	0.258457733
1383	0.2582030331
1384	0.2580546523
1385	0.2577567964
1386	0.2574869249
1387	0.2571281747
1388	0.2570877794
