iter	Passed	Remaining
268	342	1569
269	343	1566
270	345	1565
271	346	1564
272	347	1563
273	349	1563
274	350	1561
275	351	1560
276	353	1558
277	354	1557
278	355	1554
279	356	1552
280	357	1552
281	358	1550
282	360	1548
283	361	1547
284	362	1545
285	363	1545
286	365	1544
287	366	1542
288	367	1541
289	369	1539
290	370	1539
291	371	1537
292	372	1535
293	374	1535
294	375	1534
295	376	1532
296	378	1531
297	379	1529
298	380	1529
299	382	1528
300	383	1526
301	384	1524
302	385	1523
303	386	1522
304	388	1521
305	389	1520
306	391	1519
307	391	1517
308	393	1516
309	394	1515
310	395	1513
311	397	1512
312	398	1510
313	399	1509
314	400	1507
315	401	1505
316	402	1503
317	404	1502
318	405	1502
319	407	1501
320	408	1499
321	409	1498
322	410	1496
323	411	1495
324	413	1493
325	414	1492
326	415	1490
327	416	1488
328	417	1487
329	419	1487
330	420	1486
331	422	1485
332	423	1484
333	425	1484
334	426	1482
335	427	1479
336	428	1478
337	429	1478
338	431	1476
339	432	1475
340	433	1473
341	434	1471
342	436	1470
343	437	1469
344	438	1468
345	440	1467
346	441	1466
347	442	1466
348	444	1465
349	445	1463
350	446	1463
351	448	1461
352	449	1460
353	450	1459
354	452	1458
355	453	1456
356	454	1456
357	456	1455
358	457	1453
359	458	1452
360	460	1451
361	461	1451
362	463	1450
363	464	1449
364	465	1448
365	467	1447
366	468	1446
367	469	1445
368	471	1444
369	472	1443
370	473	1442
371	475	1440
372	476	1439
373	477	1438
374	478	1436
375	480	1435
376	481	1434
377	482	1432
378	484	1431
379	485	1430
380	487	1431
381	489	1431
382	490	1430
383	491	1429
384	493	1428
385	494	1426
386	495	1425
387	496	1424
388	498	1423
389	499	1422
390	500	1420
391	502	1420
392	504	1419
393	505	1419
394	506	1417
395	508	1416
396	509	1415
397	510	1414
398	512	1414
399	513	1412
400	514	1410
401	516	1409
402	517	1408
403	518	1406
404	519	1405
405	520	1403
406	522	1402
407	523	1400
408	524	1399
409	526	1398
410	527	1396
411	528	1395
412	529	1394
413	531	1394
414	532	1392
415	534	1391
416	535	1390
417	536	1389
418	538	1388
419	539	1386
420	540	1385
421	541	1384
422	542	1382
423	544	1381
424	545	1379
425	546	1377
426	547	1376
427	548	1374
428	550	1373
429	551	1371
430	552	1369
431	553	1368
432	554	1367
433	556	1365
434	557	1364
435	558	1362
436	559	1361
437	561	1360
438	562	1358
439	564	1358
440	565	1358
441	566	1356
442	568	1355
443	569	1354
444	571	1354
445	572	1353
446	573	1351
447	575	1350
448	576	1350
449	578	1348
450	579	1348
451	580	1346
452	582	1345
453	583	1344
454	584	1342
455	585	1341
456	586	1339
457	588	1338
458	589	1337
459	591	1336
460	592	1334
461	593	1332
462	594	1331
463	595	1330
464	596	1328
465	598	1327
466	599	1325
467	600	1324
468	601	1323
469	603	1321
470	604	1320
471	605	1319
472	606	1317
473	608	1316
474	609	1315
475	610	1313
476	611	1312
477	613	1310
478	614	1309
479	615	1308
480	616	1306
481	618	1305
482	619	1304
483	620	1303
484	621	1301
485	623	1299
486	624	1298
487	625	1296
488	626	1295
489	628	1294
490	629	1293
491	630	1292
492	632	1291
493	633	1289
494	634	1288
495	636	1287
496	637	1286
497	638	1284
498	639	1283
499	640	1281
500	641	1279
501	643	1278
502	644	1277
503	645	1275
504	646	1274
505	648	1273
506	649	1272
507	650	1271
508	652	1270
509	653	1268
510	655	1267
511	656	1266
512	657	1264
513	658	1263
514	659	1262
515	661	1261
516	662	1259
517	664	1258
518	665	1258
519	667	1257
520	668	1256
521	669	1254
522	670	1253
523	672	1251
524	673	1250
525	674	1248
526	675	1247
527	677	1246
528	678	1245
529	679	1243
530	680	1242
531	682	1240
532	683	1239
533	684	1238
534	685	1236
535	686	1235
536	688	1234
537	689	1233
538	691	1232
539	692	1230
540	693	1229
541	694	1228
542	696	1226
543	697	1224
544	698	1223
545	699	1222
546	700	1220
547	701	1219
548	703	1218
549	704	1217
550	706	1216
551	707	1214
552	708	1213
553	709	1211
554	711	1210
555	712	1209
556	713	1207
557	715	1207
558	716	1206
559	717	1204
560	718	1203
561	720	1202
562	721	1200
563	722	1199
564	724	1198
565	725	1196
566	726	1195
567	728	1194
568	729	1193
569	730	1192
570	732	1191
571	733	1189
572	734	1188
573	735	1187
574	737	1185
575	738	1185
576	740	1184
577	741	1183
578	743	1182
579	744	1180
580	745	1179
581	746	1178
582	748	1177
583	749	1175
584	750	1173
585	751	1172
586	753	1171
587	754	1170
588	755	1169
589	757	1168
590	758	1166
591	760	1165
592	761	1164
593	762	1163
594	764	1162
595	765	1160
596	766	1159
597	768	1158
598	769	1157
599	770	1156
600	772	1154
601	773	1153
602	774	1152
603	775	1150
604	777	1149
605	778	1148
606	779	1146
607	780	1145
608	781	1143
609	783	1142
610	784	1141
611	785	1139
612	786	1138
613	787	1136
614	789	1135
615	790	1134
616	791	1133
617	793	1131
618	794	1130
619	795	1129
620	796	1127
621	798	1126
622	799	1125
623	800	1123
624	801	1122
625	802	1120
626	803	1119
627	805	1118
628	806	1116
629	807	1115
630	808	1113
631	810	1112
632	811	1111
633	812	1110
634	814	1109
635	815	1107
636	816	1106
637	817	1104
638	819	1103
639	820	1102
640	821	1101
641	822	1099
642	823	1098
643	825	1096
644	826	1095
645	827	1094
646	828	1092
647	830	1091
648	831	1090
649	832	1088
650	833	1086
651	834	1085
652	836	1084
653	837	1083
654	838	1081
655	839	1080
656	841	1079
657	842	1078
658	844	1077
659	845	1075
660	846	1074
661	847	1073
662	848	1071
663	850	1070
664	851	1069
665	852	1067
666	853	1066
667	855	1065
668	856	1063
669	857	1062
670	858	1061
671	859	1059
672	861	1058
673	862	1056
674	863	1055
675	864	1053
676	865	1052
677	867	1051
678	868	1050
679	869	1049
680	871	1047
681	872	1046
682	873	1045
683	875	1044
684	876	1042
685	877	1041
686	878	1039
687	879	1038
688	881	1037
689	882	1035
690	883	1034
691	885	1033
692	886	1032
693	887	1030
694	888	1029
695	889	1027
696	890	1026
697	892	1025
698	893	1023
699	894	1022
700	896	1021
701	897	1019
702	898	1018
703	899	1017
704	900	1015
705	902	1014
706	903	1013
707	904	1011
708	905	1010
709	906	1008
710	907	1007
711	909	1006
712	910	1005
713	911	1003
714	912	1002
715	914	1001
716	915	999
717	916	998
718	918	997
719	919	995
720	920	994
721	921	993
722	922	991
723	923	989
724	924	988
725	925	987
726	927	986
727	928	984
728	930	983
729	931	982
730	932	981
731	933	979
732	934	978
733	935	976
734	937	975
735	938	974
736	939	972
737	941	972
738	942	970
739	944	969
740	945	968
741	946	966
742	947	965
743	948	964
744	950	962
745	951	961
746	952	960
747	953	959
748	955	957
749	956	956
750	957	955
751	958	953
752	960	952
753	961	951
754	963	950
755	964	949
756	965	947
757	966	946
758	968	945
759	969	943
760	970	942
761	971	940
762	972	939
763	974	938
764	975	937
765	976	936
766	978	934
767	979	933
768	980	932
769	981	930
770	983	929
771	984	928
772	985	926
773	986	925
774	987	924
775	989	922
776	990	921
777	991	920
778	993	919
779	994	917
780	995	916
781	996	915
782	998	913
783	999	912
784	1000	911
785	1002	910
786	1003	909
787	1004	907
788	1005	906
789	1006	904
790	1008	904
791	1009	902
792	1011	901
793	1012	900
794	1014	899
795	1015	897
796	1016	896
797	1018	895
798	1019	894
799	1020	893
800	1022	891
801	1023	890
802	1024	889
803	1025	888
804	1027	886
805	1028	885
806	1029	884
807	1031	883
808	1032	881
809	1033	880
810	1034	879
811	1036	877
812	1037	876
813	1038	875
814	1039	873
815	1041	872
816	1042	871
817	1043	870
818	1044	868
819	1046	867
820	1047	866
821	1048	865
822	1050	863
823	1051	862
824	1052	861
825	1054	860
826	1055	858
827	1056	857
828	1058	856
829	1059	855
830	1060	854
831	1062	852
832	1063	851
833	1064	849
834	1065	848
835	1066	847
836	1067	845
837	1069	844
838	1070	843
839	1071	841
840	1072	840
841	1074	839
842	1075	838
843	1077	837
844	1078	835
845	1080	834
846	1081	833
847	1082	832
848	1083	831
849	1085	829
850	1086	828
851	1087	827
852	1089	826
853	1090	824
854	1091	823
855	1092	821
856	1094	820
857	1095	819
858	1096	818
859	1097	816
860	1099	815
861	1100	814
862	1101	813
863	1102	811
864	1104	810
865	1105	809
866	1107	808
867	1108	807
868	1109	805
869	1110	804
870	1112	803
871	1113	801
872	1114	800
873	1116	799
874	1117	798
875	1118	796
876	1119	795
877	1121	794
878	1122	793
879	1123	791
880	1124	790
881	1126	789
882	1127	787
883	1129	786
884	1130	785
885	1131	784
886	1133	783
887	1134	782
888	1136	781
889	1138	779
890	1139	779
891	1141	777
892	1142	776
893	1144	775
894	1146	774
895	1148	774
896	1149	772
897	1150	771
898	1152	770
899	1153	769
900	1155	768
901	1156	766
902	1157	765
903	1159	764
904	1160	763
905	1162	762
906	1163	760
907	1164	759
908	1166	758
909	1167	757
910	1169	756
911	1170	754
912	1171	753
913	1173	752
914	1174	751
915	1176	750
916	1178	749
917	1179	747
918	1181	746
919	1182	745
920	1184	744
921	1186	743
922	1187	742
923	1189	741
924	1191	740
925	1192	739
926	1194	738
927	1196	737
928	1198	736
929	1199	735
930	1200	733
931	1202	732
932	1203	731
933	1205	730
934	1207	729
935	1209	728
936	1210	727
937	1211	726
938	1213	725
939	1215	723
940	1216	722
941	1218	721
942	1219	720
943	1221	719
944	1222	718
945	1224	716
946	1225	715
947	1226	714
948	1228	713
949	1229	711
950	1231	710
951	1232	709
952	1234	708
953	1235	707
954	1237	706
955	1238	704
956	1240	703
957	1242	702
958	1243	701
959	1245	700
960	1246	698
961	1247	697
962	1249	696
963	1250	695
964	1252	694
965	1253	693
966	1255	691
967	1256	690
968	1258	689
969	1260	688
970	1262	687
971	1263	686
972	1265	685
973	1266	684
974	1268	682
975	1269	681
976	1271	680
977	1272	679
978	1274	678
979	1275	676
980	1276	675
981	1278	674
982	1279	672
983	1280	671
984	1282	670
985	1283	669
986	1285	668
987	1287	666
988	1288	665
989	1290	664
990	1291	663
991	1292	662
992	1294	661
993	1295	659
994	1297	658
995	1298	657
996	1299	655
997	1301	654
998	1303	653
999	1304	652
1000	1306	651
1001	1308	650
1002	1309	649
1003	1311	647
1004	1312	646
1005	1313	645
1006	1315	643
1007	1316	642
1008	1318	641
1009	1319	640
1010	1320	638
1011	1322	637
1012	1323	636
1013	1324	634
1014	1325	633
1015	1327	632
1016	1329	631
1017	1330	630
1018	1332	629
1019	1334	627
1020	1335	626
1021	1337	625
1022	1338	624
1023	1340	623
1024	1342	622
1025	1343	620
1026	1345	619
1027	1346	618
1028	1348	617
1029	1349	615
1030	1351	614
1031	1352	613
1032	1354	612
1033	1355	611
1034	1357	609
1035	1358	608
1036	1360	607
1037	1361	605
1038	1363	604
1039	1365	603
1040	1366	602
1041	1367	601
1042	1368	599
1043	1369	598
1044	1371	597
1045	1373	596
1046	1374	594
1047	1375	593
1048	1377	592
1049	1378	590
1050	1380	589
1051	1381	588
1052	1383	587
1053	1384	585
1054	1386	584
1055	1387	583
1056	1389	582
1057	1390	581
1058	1392	579
1059	1394	578
1060	1395	577
1061	1397	576
1062	1398	575
1063	1400	573
1064	1401	572
1065	1403	571
1066	1405	570
1067	1407	569
1068	1408	568
1069	1410	566
1070	1411	565
1071	1413	564
1072	1414	562
1073	1416	561
1074	1417	560
1075	1418	558
1076	1419	557
1077	1421	556
1078	1422	555
1079	1423	553
1080	1425	552
1081	1426	551
1082	1428	549
1083	1429	548
1084	1430	547
1085	1432	546
1086	1433	544
1087	1434	543
1088	1436	542
1089	1438	540
1090	1439	539
1091	1440	538
1092	1441	536
1093	1443	535
1094	1445	534
1095	1446	533
1096	1447	531
1097	1449	530
1098	1450	529
1099	1452	528
1100	1453	526
1101	1454	525
1102	1456	524
1103	1457	522
1104	1459	521
1105	1460	520
1106	1461	519
1107	1463	517
1108	1464	516
1109	1465	515
1110	1467	513
1111	1468	512
1112	1469	510
1113	1470	509
1114	1472	508
1115	1473	507
1116	1474	505
1117	1476	504
1118	1477	503
1119	1479	501
1120	1480	500
1121	1481	499
1122	1483	497
1123	1484	496
1124	1485	495
1125	1487	493
1126	1488	492
1127	1490	491
1128	1491	490
1129	1492	488
1130	1493	487
1131	1495	486
1132	1496	484
1133	1498	483
1134	1499	482
1135	1500	480
1136	1501	479
1137	1502	477
1138	1504	476
1139	1505	475
1140	1506	473
1141	1507	472
1142	1509	471
1143	1510	470
1144	1511	468
1145	1513	467
1146	1514	466
1147	1515	464
1148	1516	463
1149	1518	462
1150	1519	460
1151	1520	459
1152	1522	458
1153	1523	456
1154	1524	455
1155	1525	454
1156	1527	452
1157	1528	451
1158	1530	450
1159	1531	448
1160	1532	447
1161	1534	446
1162	1535	444
1163	1536	443
1164	1537	442
1165	1539	440
1166	1540	439
1167	1541	438
1168	1543	437
1169	1544	435
1170	1545	434
1171	1547	432
1172	1548	431
1173	1550	430
1174	1551	429
1175	1552	427
1176	1554	426
1177	1555	425
1178	1556	423
1179	1558	422
1180	1559	421
1181	1560	419
1182	1561	418
1183	1563	417
1184	1564	415
1185	1565	414
1186	1566	413
1187	1568	411
1188	1569	410
1189	1571	409
1190	1572	407
1191	1573	406
1192	1575	405
1193	1576	403
1194	1577	402
1195	1578	401
1196	1580	400
1197	1581	398
1198	1583	397
1199	1584	396
1200	1585	394
1201	1587	393
1202	1588	392
1203	1589	390
1204	1590	389
1205	1592	388
1206	1593	386
1207	1595	385
1208	1596	384
1209	1597	382
1210	1599	381
1211	1600	380
1212	1602	379
1213	1603	377
1214	1604	376
1215	1605	375
1216	1607	373
1217	1608	372
1218	1609	371
1219	1610	369
1220	1611	368
1221	1613	367
1222	1614	365
1223	1616	364
1224	1617	363
1225	1618	361
1226	1619	360
1227	1621	359
1228	1622	357
1229	1623	356
1230	1624	355
1231	1626	353
1232	1627	352
1233	1629	351
1234	1630	349
1235	1632	348
1236	1633	347
1237	1635	346
1238	1636	344
1239	1638	343
1240	1639	342
1241	1640	340
1242	1641	339
1243	1643	338
1244	1644	336
1245	1646	335
1246	1647	334
1247	1648	332
1248	1649	331
1249	1650	330
1250	1651	328
1251	1653	327
1252	1654	326
1253	1655	324
1254	1656	323
1255	1658	322
1256	1659	320
1257	1660	319
1258	1662	318
1259	1663	316
1260	1664	315
1261	1666	314
1262	1667	312
1263	1668	311
1264	1670	310
1265	1671	308
1266	1672	307
1267	1673	306
1268	1675	304
1269	1676	303
1270	1678	302
1271	1679	301
1272	1681	299
1273	1682	298
1274	1683	297
1275	1685	295
1276	1686	294
1277	1687	293
1278	1688	291
1279	1690	290
1280	1691	289
1281	1693	287
1282	1694	286
1283	1695	285
1284	1697	283
1285	1698	282
1286	1699	281
1287	1700	279
1288	1702	278
1289	1704	277
1290	1705	276
1291	1706	274
1292	1707	273
1293	1709	272
1294	1710	270
1295	1711	269
1296	1712	268
1297	1714	266
1298	1715	265
1299	1716	264
1300	1718	262
1301	1719	261
1302	1721	260
1303	1722	258
1304	1723	257
1305	1724	256
1306	1725	254
1307	1727	253
1308	1728	252
1309	1729	250
1310	1731	249
1311	1732	248
1312	1733	246
1313	1734	245
1314	1736	244
1315	1737	242
1316	1738	241
1317	1739	240
1318	1741	238
1319	1742	237
1320	1744	236
1321	1745	234
1322	1746	233
1323	1747	232
1324	1748	230
1325	1750	229
1326	1751	228
1327	1753	227
1328	1754	225
1329	1755	224
1330	1756	223
1331	1758	221
1332	1759	220
1333	1760	219
1334	1761	217
1335	1762	216
1336	1764	215
1337	1765	213
1338	1766	212
1339	1768	211
1340	1769	209
1341	1770	208
1342	1772	207
1343	1773	205
1344	1774	204
1345	1775	203
1346	1777	201
1347	1778	200
1348	1779	199
1349	1780	197
1350	1782	196
1351	1783	195
1352	1785	193
1353	1786	192
1354	1787	191
1355	1789	190
1356	1790	188
1357	1791	187
1358	1793	186
1359	1794	184
1360	1795	183
1361	1797	182
1362	1798	180
1363	1799	179
1364	1800	178
1365	1802	176
1366	1804	175
1367	1805	174
1368	1806	172
1369	1807	171
1370	1809	170
1371	1810	168
1372	1811	167
1373	1812	166
1374	1813	164
1375	1815	163
1376	1816	162
1377	1818	160
1378	1819	159
1379	1820	158
1380	1822	157
1381	1823	155
1382	1824	154
1383	1826	153
1384	1827	151
1385	1828	150
1386	1829	149
1387	1831	147
1388	1832	146
1389	1833	145
1390	1835	143
1391	1836	142
1392	1837	141
1393	1838	139
1394	1840	138
1395	1841	137
1396	1842	135
1397	1844	134
1398	1845	133
1399	1846	131
1400	1848	130
1401	1849	129
1402	1850	127
1403	1851	126
1404	1852	125
1405	1853	123
1406	1855	122
1407	1856	121
1408	1857	119
1409	1859	118
1410	1860	117
1411	1861	116
1412	1862	114
1413	1864	113
1414	1865	112
1415	1866	110
1416	1868	109
1417	1869	108
1418	1870	106
1419	1871	105
1420	1873	104
1421	1874	102
1422	1876	101
1423	1877	100
1424	1878	98
1425	1879	97
1426	1881	96
1427	1882	94
1428	1883	93
1429	1884	92
1430	1886	90
1431	1887	89
1432	1888	88
1433	1890	86
1434	1891	85
1435	1892	84
1436	1893	83
1437	1895	81
1438	1896	80
1439	1897	79
1440	1898	77
1441	1900	76
1442	1901	75
1443	1903	73
1444	1904	72
1445	1905	71
1446	1907	69
1447	1908	68
1448	1910	67
1449	1911	65
1450	1912	64
1451	1913	63
1452	1914	61
1453	1916	60
1454	1917	59
1455	1919	57
1456	1920	56
1457	1921	55
1458	1922	54
1459	1924	52
1460	1925	51
1461	1926	50
1462	1927	48
1463	1929	47
1464	1930	46
1465	1931	44
1466	1932	43
1467	1934	42
1468	1935	40
1469	1936	39
1470	1937	38
1471	1939	36
1472	1940	35
1473	1941	34
1474	1943	32
1475	1944	31
1476	1946	30
1477	1947	28
1478	1949	27
1479	1950	26
1480	1951	25
1481	1952	23
1482	1954	22
1483	1955	21
1484	1956	19
1485	1958	18
1486	1959	17
1487	1961	15
1488	1962	14
1489	1963	13
1490	1965	11
1491	1966	10
1492	1967	9
1493	1969	7
1494	1970	6
1495	1971	5
1496	1973	3
1497	1975	2
1498	1976	1
1499	1978	0
